user_id,cluster,rating
1,106,2.145708954130928
1,67,1.7840255935133356
1,62,1.0034473250624316
1,121,4.920827857271105
1,54,2.954524149351464
1,23,4.44193565156772
1,7,3.6992714152565274
1,117,1.3332906975681698
1,88,2.673654673116669
1,56,4.738119298605954
1,82,4.623669732340112
1,66,2.059789798349127
1,22,3.0799380329171777
1,64,4.106293984877032
1,32,4.344629511050277
1,19,2.377070343818208
1,29,4.759253734556371
1,89,3.5164999212989034
1,92,2.704069203558678
1,16,1.8563798570342152
1,111,4.595951816966243
1,53,4.970403365482516
1,110,1.604885357620776
1,4,1.174269382396166
1,35,1.2234617320349654
1,34,3.5036306236697863
1,63,3.043850211642511
1,27,3.69355958183545
2,90,4.445392836916722
2,32,1.819043844874015
2,7,1.24662273672915
2,75,2.059789798349127
2,117,2.637175818941282
2,65,1.4009763476698418
2,102,1.4376910001602532
2,53,4.547354581584966
2,23,3.5525386915839867
2,59,2.8883915895936183
2,85,2.4304141000857498
2,16,4.671903216490959
2,103,2.405926433344165
2,13,4.105856878186934
2,44,2.6818564533182263
2,81,4.287620362330975
2,24,1.9516374836219117
2,2,3.161883093020575
2,27,2.049138289542592
2,9,1.8563798570342152
2,54,4.328500524042137
2,66,1.8885239927656885
2,71,4.810242928203907
2,29,3.004856735340945
2,57,2.374165365695745
2,122,1.329130819177394
3,26,4.0666975552683855
3,69,4.257947068528225
3,45,1.2288370222177898
3,111,3.765291066106504
3,57,3.4078541323865754
3,33,1.537206513296002
3,32,2.848253833178044
3,14,1.370292651508085
3,54,1.537206513296002
3,88,3.690385434741098
3,120,4.707844026455144
3,123,1.882076685239128
3,93,4.535936236012044
3,21,2.2561119791590665
3,115,2.7011391854416997
3,101,1.3392584244883734
3,71,1.913545222434552
3,102,3.687660823324715
3,12,4.3088157303906245
3,19,3.004856735340945
3,83,1.999443842346828
3,97,4.002401556681123
3,92,3.3628962091801458
3,42,1.069236718642666
3,94,2.337832259025564
3,116,4.707939736483004
3,91,1.8505497753913511
3,6,2.1965436897164587
3,4,2.646045092163331
3,61,1.011897576359627
3,53,3.7895561578041432
3,38,1.9033613770608453
3,62,3.0456768833754344
3,122,2.5952337934418908
3,124,3.021994006114688
3,74,3.946474623758285
3,30,4.105856878186934
4,90,2.8696661159386725
4,31,2.18310432426999
4,27,1.8563798570342152
4,85,4.911585863486506
4,102,2.646045092163331
4,121,4.120885990197145
4,46,2.320868735474223
4,12,3.777880257052914
4,49,3.3407175407416263
4,15,1.4644616588465649
4,43,2.8696661159386725
4,103,1.5417778061478562
4,7,1.7193405517038562
4,71,1.8342659707099465
4,92,4.540871554023578
4,22,2.8384921565374244
4,16,2.8384921565374244
4,48,3.5525386915839867
4,124,1.2286885803100889
4,50,2.39167744095402
4,98,2.9605304314585625
4,53,2.5798560525938985
4,67,4.730815920348569
4,80,3.782966700645373
4,44,3.863269977367079
4,35,3.3160444633725046
4,91,1.0292724602530336
4,70,2.168097056159913
4,122,1.1457262069287388
4,2,3.4761064692380303
4,106,4.155091213176275
4,78,3.557437353593345
4,37,3.3514740156053437
5,11,3.1572420839528124
5,113,2.132201001130777
5,17,4.23059249890693
5,124,2.2670917657020464
5,88,4.804428267094549
5,76,4.497136016947952
5,33,1.608445892792543
5,44,3.210281670021353
5,7,2.366485436030098
5,104,3.3628962091801458
5,89,2.0081144784938623
5,117,1.942582308570128
5,112,2.3636561535127485
5,98,4.386597415947319
5,85,2.774710125424161
5,25,1.875241152411172
5,83,1.7847344970705672
5,57,2.0064321261791807
5,52,4.246024183875511
5,121,2.5952337934418908
5,51,1.944506875291892
5,23,1.994375689075788
5,6,2.042860536223963
5,38,2.3982764617723302
6,52,3.204753743610399
6,119,4.276471135641838
6,108,4.451917204410811
6,123,3.86464440926757
6,107,2.715759801856486
6,103,4.120885990197145
6,2,1.6711510815389627
6,111,3.3628962091801458
6,72,3.021994006114688
6,55,1.3143529586077278
6,41,4.422196817174003
6,64,3.16963479424533
6,6,2.1872730677325865
6,110,1.7840255935133356
6,1,3.2681422916707894
6,44,1.0554500973307026
6,76,4.2942579015648725
6,24,4.559157350361402
6,47,4.753662232258803
6,25,3.212237094682878
6,73,2.401672504283978
6,98,3.4020115099517763
6,14,2.9222997174732748
6,91,1.340569499602661
6,46,3.4252491807216088
6,49,4.841356621412116
6,65,1.3143529586077278
6,16,3.6592287821769736
6,116,4.204212260298588
7,96,2.6989177652755485
7,29,3.488797784828713
7,31,3.785116755403835
7,30,1.04718671065499
7,60,3.5685612425981788
7,119,1.13446168818738
7,72,1.000354132823924
7,65,1.9511661915682907
7,62,3.128418728093912
7,47,3.4193696088536543
7,34,4.403921861713048
7,41,3.16963479424533
7,16,2.4534787458845617
7,45,3.893704234311037
7,99,3.615687824818356
7,86,4.702330677009613
7,122,2.934719272290404
7,85,3.46055652538927
7,49,2.282593359214712
7,82,2.59807853197243
7,59,3.012243933121048
7,57,4.789103012041972
7,1,3.7348740863452217
7,102,3.400950523494651
7,51,1.4449419335991769
7,118,2.834066449471744
7,53,2.2278201920648337
7,50,4.936925438248814
7,64,2.4747265461498027
7,56,3.557437353593345
7,87,4.80233936783256
7,78,2.4452937626493902
7,124,4.6474141323840445
7,63,1.1550169293753796
7,75,4.332202020324653
7,32,1.763116976209655
7,4,3.846359914889325
7,28,3.2084232477979016
7,108,1.4025734968686532
7,39,3.1927410012363437
8,32,3.053330228509741
8,31,4.921965824585209
8,22,1.710419444943804
8,45,4.092897644564612
8,90,1.256086116528869
8,15,2.471910780868681
8,23,3.853429526603275
8,69,4.146765643058227
8,34,3.0899501108857974
8,40,2.774710125424161
8,100,1.3016080830809589
8,42,2.0636427570793887
8,95,1.6279228601734368
8,102,2.5952337934418908
8,120,1.0030079614325018
8,99,3.484663411741437
8,59,4.658853128835066
8,65,3.849358306088596
8,48,3.3444908214209814
8,2,1.000354132823924
8,51,3.3160444633725046
8,75,1.13446168818738
8,33,1.2676091737487205
8,103,1.9124868497993628
8,14,4.158208276101727
8,18,4.95600715498747
9,119,4.445392836916722
9,114,1.1919452491533948
9,81,2.23037890884831
9,113,4.488540998544789
9,6,2.480673459089988
9,45,1.6234439483227412
9,102,4.164051490823942
9,103,4.271700901226335
9,72,3.606563608262413
9,2,2.7822370925267745
9,14,2.947626473239728
9,79,1.148954734284283
9,35,4.6474141323840445
9,54,4.671903216490959
9,83,4.187048209626738
9,73,2.064367337890859
9,71,3.797260176389525
9,19,4.687718975263176
9,42,4.921965824585209
9,27,4.229495052727853
9,109,4.569121320531098
9,104,4.451917204410811
9,21,3.012243933121048
9,25,2.425220316392347
10,90,4.810242928203907
10,39,1.289000060005717
10,104,1.9629532371362972
10,1,4.824196087668828
10,86,4.783999955736136
10,58,2.664355898232499
10,64,3.9909946332860153
10,114,3.2397057890077714
10,91,4.125721206907469
10,92,4.497136016947952
10,31,2.209922213451353
10,30,3.3514740156053437
10,41,3.403539734678105
10,50,3.6309528353907834
10,54,1.882076685239128
10,56,3.053048026437206
10,47,1.256086116528869
10,53,1.4569249935725632
10,49,1.372283520617231
10,87,2.168097056159913
10,12,2.140077717740679
10,116,4.257975936002223
10,69,1.7040885228578602
10,8,4.23059249890693
11,98,2.833869877132245
11,68,4.257947068528225
11,76,1.370292651508085
